,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Marital_Status_group,Age,Age_group,Recency_group,MnProd,childnum,NumPurch
430,4,1.6135344874158732,-1.6614655400574927,2.805354722516474,-0.25908078692634545,0.8067268425067212,0.1002357364012683,-0.26805433724668415,-0.5372725316941535,1,2,4,9,4,0,3,0.6753953685396132,4,2,1.8127892435875832,0,15
431,2,-0.4487982846556233,-0.24552348838134433,-0.20484741828270248,-0.6614491798474453,0.30155320863818946,-0.3391896235377502,-0.5588134101328013,2.8180594382927535,5,8,1,7,8,0,1,-1.7179099213363322,1,5,0.1349849461028099,1,16
432,0,0.7611799945845913,0.9286723593500957,0.6271926601218083,0.5205079743582854,0.06226043470046384,2.041031076131933,1.6461095592535873,0.9774201861856502,15,9,6,9,7,0,4,0.1625442349947678,3,4,0.8000906337511562,2,24
433,2,1.1460406726817416,-0.763551068262862,0.39838163856056785,0.9983204409520916,1.0327255734479066,-0.4673553535199639,0.26500396304453067,1.3417133714985146,1,8,3,13,4,0,1,0.41896980176719056,3,1,0.7766949562961892,1,24
434,2,-1.0494664200685089,-0.7290158962707608,-0.8288774770860856,-0.6614491798474453,-0.6423238441161726,-0.6504492534945548,-0.5830433328733111,-0.7481791126647591,2,1,0,4,5,0,3,-0.09388133177765494,3,1,-0.9128071799160673,1,5
435,3,-0.03339927345350167,-0.0037772844366360664,-0.8110480468345603,-0.6614491798474453,-0.7087940590988742,-0.6504492534945548,-0.6557331010948404,-0.7290057871219767,1,1,0,3,5,0,4,1.1027713131603178,4,5,-0.9311894979163985,1,4
436,2,0.7593836220490047,-1.2815786481443796,0.15768433016497724,0.2187316796674606,0.4610817245966732,-0.17440511356061822,0.022704735639433017,-0.5756191827797181,3,6,2,12,5,0,0,0.24801942391890872,3,3,0.21686981719519424,1,20
437,3,-0.0049486165385363426,-1.2125083041601774,0.2854619136342414,-0.5608570816171703,-0.584716324464498,-0.5772116935047185,-0.6557331010948404,-0.42223257843745954,2,9,1,5,8,0,5,1.7010976356293042,5,3,-0.2276480544491779,1,15
438,4,-0.9525594043649752,1.3776295952474111,-0.6089811706506078,-0.6614491798474453,-0.6733432777747667,-0.6504492534945548,-0.6315031783543306,-0.7481791126647591,3,2,1,4,7,0,1,-0.17935652070179584,3,4,-0.8041843917322922,1,7
439,0,-2.142583383277458,1.6193757991921194,-0.9001951980921865,-0.38482090971418914,-0.7176567544299011,-0.6138304734996367,-0.5103535646517818,-0.6714858104936298,2,2,0,3,8,0,1,-1.4614843545639096,1,0,-0.9479006960985178,1,5
440,2,-1.1137474264770655,0.2379689195080722,-0.8883089112578363,-0.5608570816171703,-0.6822059731057936,-0.5405929135098003,-0.6557331010948404,-0.7673524382075414,1,1,0,3,8,0,1,-1.7179099213363322,1,5,-0.9512429357349416,1,4
441,4,0.22294794243560567,0.790531671381691,-0.6743557482395336,0.042695507764479425,-0.6024417151265518,-0.39411779353012744,-0.6557331010948404,-0.7673524382075414,2,2,1,5,4,0,1,1.7865728245534451,5,4,-0.7473663179130867,1,8
442,2,-1.627946927136447,-1.2125083041601774,-0.8942520546750115,-0.6363011552898765,-0.7309507974264414,-0.6138304734996367,-0.5830433328733111,-0.8248724148358884,1,0,0,3,5,0,1,1.957523202401727,5,3,-0.9846653320991802,0,3
443,2,-1.0366490592740536,-1.2470434761522784,-0.8734510527148986,-0.5608570816171703,-0.6777746254402801,-0.6138304734996367,-0.5588134101328013,-0.8248724148358884,1,1,0,3,8,0,3,-1.7179099213363322,1,3,-0.9462295762803058,1,4
444,0,-1.5293891907245365,1.7229813151684228,-0.903166769800774,-0.5105610325020329,-0.726519449760928,-0.5589023035072593,-0.5103535646517818,-0.6139658338652828,1,1,0,3,8,0,1,-0.4357820874742186,2,0,-0.9512429357349416,0,4
445,2,-1.3757265130182819,0.790531671381691,-0.903166769800774,-0.6614491798474453,-0.7353821450919548,-0.6504492534945548,-0.3649740282087232,-0.7481791126647591,1,1,0,2,8,0,0,0.8463457463878951,4,4,-0.9746386131899085,0,3
446,3,-0.4375830939604749,1.4812351112237145,-0.6773273199481211,-0.3093768360414829,-0.41189376550947393,-0.44904596352250475,-0.5345834873922916,-0.6523124849508475,2,5,0,4,8,0,0,-0.2648317096259368,3,0,-0.6872060044574574,1,9
447,2,1.4378298331918808,1.3085592512632087,0.27951877021706634,4.116675486090615,1.6398202036232474,0.42980475635553217,3.124134846424683,-0.13463269529572466,1,4,5,7,1,0,3,0.41896980176719056,3,4,1.2964132197600982,0,16
448,2,-1.3401874671791103,-1.4542545081048857,-0.8615647658805485,-0.4854130079444641,-0.6910686684368205,-0.48566474351742295,-0.6557331010948404,-0.7481791126647591,2,2,0,3,8,0,1,-0.6067324653225004,2,3,-0.9278472582799746,1,5
449,4,0.19789582815553383,1.4466999392316133,-0.285079854414566,-0.4854130079444641,-0.3764429841853664,-0.13778633356570003,0.943441799778804,-0.1729793463812893,2,3,2,9,3,0,1,1.3591968799327405,4,0,-0.292821727359443,1,14
450,2,0.3072317997809637,0.7559964993895899,0.37460906489186757,-0.25908078692634545,0.6870804555378585,0.1002357364012683,-0.07421495532260604,-0.21132599746685396,5,4,7,11,3,0,3,1.1882465020844588,4,4,0.4424709926538042,1,22
451,2,0.2507674414326622,-0.8671565842391655,1.0461842710326512,0.2941757533401668,-0.0263665186098049,0.44811414635299124,0.4830732677091185,-0.13463269529572466,3,8,9,7,7,0,1,-0.008406142853514022,3,1,0.6647299284759902,1,24
452,3,-0.7477243846990388,-1.1089027881838738,-0.8615647658805485,-0.6111531307323078,-0.6068730627920651,-0.5405929135098003,-0.6072732556138208,-0.7865257637503237,1,2,0,4,5,0,3,-0.17935652070179584,3,1,-0.9094649402796435,1,6
453,0,0.9320781385106628,1.3085592512632087,-0.48417515888993107,1.0989125391823664,-0.2700906402130439,0.6312080463275823,-0.19536456902515487,-0.4030592528946772,2,4,2,8,3,0,1,-0.9486332210190641,2,4,-0.28780836790480724,2,14
454,2,0.6971902918304542,-0.970762100215469,0.603420086453108,-0.18363671325363923,0.8731970574894228,-0.22933328355299554,0.4830732677091185,-0.6714858104936298,3,9,5,10,7,0,1,-0.6067324653225004,2,1,0.6145963339296325,1,24
455,2,-0.6138218048842362,1.4121647672395123,-0.4158290095924177,-0.05789659046579554,-0.28338468320958426,-0.4673553535199639,-0.5830433328733111,-0.03876606758181304,7,5,1,6,8,0,1,-0.2648317096259368,3,4,-0.42651131281639704,3,12
456,0,1.842062204307924,-0.17645314439714196,0.8976056856032744,-0.05789659046579554,3.576319133452619,2.91988179600997,4.044871910564054,0.3830470943593981,1,7,7,9,4,0,3,0.24801942391890872,3,5,2.4327746961442074,0,23
457,3,-0.45753739428820656,0.7559964993895899,-0.5584644516046195,-0.38482090971418914,-0.4207564608405008,-0.6321398634970958,-0.24382441450617437,0.03792723458931626,4,4,1,5,6,0,1,-1.2905339767156276,1,4,-0.5652142577279868,1,10
458,2,-0.06461731508545167,0.09982823153966747,-0.478232015472756,-0.2842288114839142,-0.47393263282666204,-0.24764267355045463,-0.0984448780631158,-0.7481791126647591,2,2,1,8,2,0,1,1.4446720688568815,4,5,-0.5568586586369272,1,11
459,0,0.7298648517345014,0.9977427033342982,0.27951877021706634,1.7527611776791536,1.240998913727038,3.3409977659515295,1.670339481994097,-0.2304993230096363,1,5,7,6,3,0,4,-1.119583598867346,2,4,1.1460124361210249,0,18
460,2,0.43530830650737756,-1.6269303680653915,0.6479936620819211,-0.6614491798474453,0.3990428572794851,-0.10116755357078182,-0.26805433724668415,0.4213937454449628,4,2,2,8,7,0,1,0.41896980176719056,3,2,0.48424898810910233,1,12
461,2,0.8998405340882448,0.37610960747647687,-0.42474372471818034,-0.6614491798474453,0.3813174666174313,2.9565005760048884,3.9721821423425245,1.495099975840773,1,3,7,11,1,0,5,1.7010976356293042,5,4,0.5393959421100959,0,21
462,4,-0.05393618109007219,-0.8326214122470643,-0.5703507384389697,-0.6614491798474453,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.5756191827797181,2,3,1,3,6,0,5,0.931820935312036,4,1,-0.7824598340955371,1,7
463,2,1.3833560498154456,-0.07284762842083842,0.5321023654470071,1.450984882988329,1.0238628781168797,3.0663569159896427,1.3795804091079797,3.7767257154318696,1,3,7,8,1,0,1,0.5044449906913314,3,5,1.4902631186726814,0,18
464,2,-0.8956580905350445,-0.1073828004129396,-0.8823657678406612,-0.5357090570596016,-0.5669909338024443,-0.37580840353266837,-0.29228425998719393,-0.13463269529572466,2,4,0,3,7,0,1,-0.5212572763983595,2,5,-0.807526631368716,1,7
465,4,0.7258837017907691,1.170418563294804,1.441403308274794,-0.0327485659082268,1.1213525267581752,-0.39411779353012744,0.26500396304453067,-0.8440457403786708,1,2,8,9,1,0,3,-0.008406142853514022,3,4,1.1443413163028129,0,19
466,4,1.1472544379084892,-1.1089027881838738,2.7786105771391862,-0.23393276236877672,1.0903330930995812,-0.26595206354791373,0.1680842720824916,-0.5180992061513712,1,5,6,5,2,0,4,1.1882465020844588,4,1,1.904700833589239,0,16
467,2,-0.9589195341531329,-1.2470434761522784,-0.8912804829664238,-0.6363011552898765,-0.7176567544299011,-0.6504492534945548,-0.6557331010948404,-0.7865257637503237,1,1,0,2,8,0,5,-0.09388133177765494,3,3,-0.9829942122809682,1,3
468,2,0.10482431056852269,1.2740240792711075,0.09230975257605138,0.3947678515704418,-0.17703233923726175,-0.17440511356061822,-0.5345834873922916,-0.7481791126647591,3,7,2,8,6,0,1,1.5301472577810225,5,4,-0.1023140680832835,2,17
469,4,-0.11467299303652546,1.4812351112237145,0.9956675519866631,-0.46026498338689537,-0.004209780282237715,-0.48566474351742295,-0.4618937191707623,0.2680071411027042,3,7,3,12,7,0,4,-0.17935652070179584,3,0,0.47923562865446656,1,22
470,2,0.4770132796984274,-0.07284762842083842,0.7698281021340102,1.2498006865277789,0.9618240107996916,0.8509207262970915,3.9964120650830344,0.8623802329289563,4,6,10,13,4,0,1,-0.5212572763983595,2,5,1.3114532981240055,1,29
471,2,-0.6906288684328286,-1.0743676161917726,-0.897223626383599,-0.6614491798474453,-0.7043627114333607,-0.6504492534945548,-0.6072732556138208,-0.7865257637503237,1,1,0,2,8,0,1,-0.9486332210190641,2,1,-0.9796519726445444,1,3
472,4,0.25761307731151906,1.1013482193106017,1.3136257248055296,-0.46026498338689537,-0.18589503456828863,-0.48566474351742295,-0.4618937191707623,-0.690659136036412,7,8,6,9,6,0,4,-1.034108409943205,2,4,0.5059735457458574,1,23
473,2,-0.6416413038812927,1.4466999392316133,-0.8377921922118482,-0.6363011552898765,-0.6822059731057936,-0.6138304734996367,-0.6557331010948404,-0.7673524382075414,2,1,0,3,7,0,1,-0.7776828431707823,2,0,-0.9345317375528224,2,4
474,2,-1.5105515544054129,0.30703926349227456,-0.8912804829664238,-0.6363011552898765,-0.7132254067643876,-0.6138304734996367,-0.6315031783543306,-0.6714858104936298,1,1,1,2,5,0,3,-1.6324347324121913,1,5,-0.966283014098849,1,4
475,2,0.5278457673946197,-0.31459383236554667,0.5172445069040694,-0.6614491798474453,0.11543660668662509,1.326964866231028,1.161511104443392,1.3992333481268615,4,8,3,11,5,0,1,1.1027713131603178,4,5,0.6179385735660563,1,22
476,4,-0.484871387194564,0.6178558114211852,-0.8437353356290233,-0.5860051061747391,-0.7220881020954145,-0.6504492534945548,-0.6557331010948404,-0.8056990892931061,2,1,0,3,3,0,3,-0.2648317096259368,3,4,-0.9562562951895774,2,4
477,3,0.2044501603799712,-1.0398324441996714,0.4370120707722059,-0.6614491798474453,-0.5669909338024443,-0.6870680334894731,-0.5588134101328013,-0.3838859273518949,1,7,1,8,5,0,1,-0.6922076542466413,2,1,-0.1424209437203697,1,16
478,4,0.5039103171231557,1.5157702832158158,0.19928633408520277,-0.10819263958093302,-0.5669909338024443,-0.5772116935047185,-0.6557331010948404,0.9199002095573032,4,6,2,7,5,0,1,-0.2648317096259368,3,0,-0.12236750590182661,1,15
479,2,-0.5101177039109155,-0.2800586603734455,-0.0681551196876757,-0.4854130079444641,-0.3675802888543395,-0.41242718352758656,-0.6557331010948404,1.437579999212426,7,7,3,4,8,0,1,-0.6922076542466413,2,5,-0.16247438153891283,1,14
480,3,-0.6151326713291236,0.37610960747647687,-0.8467069073376108,-0.4854130079444641,-0.655617887112713,-0.6870680334894731,-0.6315031783543306,-0.3838859273518949,1,2,1,2,7,0,1,-0.3503068985500777,2,4,-0.8910826222793123,1,5
481,3,-0.6734419528220816,0.16889857552386983,-0.825905905377498,-0.5860051061747391,-0.6822059731057936,-0.6504492534945548,-0.4134338736897427,-0.8440457403786708,1,2,0,3,6,0,0,-0.2648317096259368,3,5,-0.9178205393707031,1,5
482,2,-0.9417811691514559,-0.7980862402549632,-0.4930898740156937,-0.2842288114839142,-0.584716324464498,-0.22933328355299554,-0.38920395094923294,0.5364336987016567,2,6,2,2,9,0,3,-0.4357820874742186,2,1,-0.5134095433634172,1,10
483,2,-0.4162693765787858,-0.6599455522865585,-0.2702219958716283,-0.6111531307323078,-0.544834195474877,-0.6870680334894731,-0.6072732556138208,-0.7481791126647591,4,4,2,5,5,0,1,-0.5212572763983595,2,5,-0.563543137909775,1,11
484,3,1.5303187434700531,1.5157702832158158,0.30626291559435415,0.042695507764479425,-0.29667872620612457,1.510058766205619,1.137281181702882,-0.49892588060858883,1,5,9,4,3,0,4,0.7608705574637542,4,0,0.2402654946501612,0,18
485,4,1.3202888086336368,-0.48726969232605255,0.5321023654470071,1.1995046374126415,-0.23463985888893643,2.407218876081115,0.2407740403040209,-0.49892588060858883,1,5,10,13,3,0,0,0.41896980176719056,3,5,0.48759122774552616,0,28
486,3,0.654125901585447,-1.557860024081189,1.2898531511368294,-0.6614491798474453,0.2882591656416491,-0.44904596352250475,-0.1711346462846451,0.11462053676044556,2,3,5,7,7,0,4,-0.6067324653225004,2,2,0.7516281590230104,1,15
487,2,0.41083879953614455,1.4812351112237145,0.5885622279101703,-0.35967288515662044,-0.2567965972165036,-0.39411779353012744,-0.5103535646517818,0.8815535584717386,2,7,2,10,6,0,1,-0.4357820874742186,2,0,0.2202120568316181,1,19
488,2,-1.8248196469149187,-0.8671565842391655,-0.8704794810063111,-0.6614491798474453,-0.7176567544299011,-0.6504492534945548,-0.6315031783543306,-0.8248724148358884,1,1,0,3,7,0,1,-0.008406142853514022,3,1,-0.9746386131899085,1,4
489,0,-1.1251082689994236,1.6193757991921194,-0.8318490487946731,-0.6363011552898765,-0.26122794488201706,-0.15609572356315912,0.04693465837994278,-0.5756191827797181,1,4,1,4,8,0,5,1.4446720688568815,4,0,-0.6654814468207023,0,9
490,4,1.326454735985515,-1.3161138201364808,2.5735721292466462,-0.18363671325363923,1.8924070205575132,1.1255615762589781,1.1857410271839017,1.725179882354161,2,2,5,12,6,0,4,0.931820935312036,4,3,2.4879216501452013,1,19
491,2,-0.25833424527437937,1.7229813151684228,-0.3534260037120794,-0.6111531307323078,-0.3498548981922858,-0.41242718352758656,-0.5345834873922916,-0.5756191827797181,2,6,1,5,8,0,0,-0.6067324653225004,2,0,-0.49168498572666214,1,12
492,2,1.1833760910564999,0.790531671381691,2.0178882197407764,-0.1584886886960705,0.9839807491272587,3.7071855659007116,0.5557630359306478,-0.07711271866737769,1,3,5,13,6,0,4,1.1882465020844588,4,4,1.8696073174067886,0,21
493,3,0.32417596234636115,0.9632075313421969,1.150189280833215,-0.6614491798474453,-0.4340505038370411,-0.5039741335148821,-0.6557331010948404,1.6484865801830317,4,2,6,3,8,0,3,0.41896980176719056,3,4,0.4959468268365858,1,11
494,4,0.1933806215120325,1.2394889072790063,0.5945053713273454,-0.3345248605990517,-0.159306948575208,-0.5405929135098003,-0.6557331010948404,-0.34553927626633024,1,9,4,6,7,0,0,2.128473580250009,5,4,0.13164270646638607,0,19
495,3,0.37874684694093624,1.34309442325531,0.038821461821475695,-0.0327485659082268,0.4344936386035925,-0.22933328355299554,-0.19536456902515487,-0.6139658338652828,3,5,3,11,5,0,0,0.5899201796154724,4,4,0.09989142992035947,1,19
496,2,0.19090454044946725,-0.9362269282233678,-0.8169911902517354,-0.6363011552898765,-0.6999313637678474,-0.6504492534945548,-0.6557331010948404,-0.8056990892931061,1,2,0,3,3,0,0,-0.7776828431707823,2,1,-0.9362028573710343,1,5
497,4,1.3114040471738437,1.170418563294804,3.2451473353874296,-0.6614491798474453,0.6870804555378585,0.1551639063936456,0.19231419482300136,-0.5180992061513712,1,4,9,4,6,0,4,-0.17935652070179584,3,4,2.0266925803187097,1,17
498,4,0.7904074612446751,0.47971512345278045,0.6687946640420339,-0.6614491798474453,0.8377462761653153,0.46642353635045036,0.022704735639433017,-0.8440457403786708,3,6,7,11,3,0,4,1.7010976356293042,5,4,0.6229519330206921,1,24
499,2,0.6624280557364011,-1.3851841641206832,0.24980305313119092,-0.3093768360414829,0.226220298324461,0.9790864562793052,-0.31651418272770365,-0.4414059039802419,1,4,3,13,2,0,1,2.128473580250009,5,3,0.23859437483194929,0,20
500,2,-1.1859907327730865,1.4812351112237145,-0.8645363375891361,-0.6111531307323078,-0.6467551917816861,-0.6138304734996367,-0.6557331010948404,-0.3838859273518949,2,1,1,2,8,0,4,1.6156224467051634,5,0,-0.9011093411885839,2,4
501,3,-0.16026201495316786,-1.6269303680653915,-0.8199627619603229,-0.6614491798474453,-0.7220881020954145,-0.6870680334894731,-0.6557331010948404,-0.8440457403786708,1,1,0,3,5,0,4,0.6753953685396132,4,2,-0.9545851753713654,1,4
502,1,-1.3279527136934937,-1.4887896800969866,-0.8556216224633734,0.24387970422502936,-0.6467551917816861,-0.32088023354029105,0.8465221088167649,1.2266734182418204,1,4,1,3,8,0,1,-1.8033851102604732,1,2,-0.5685564973644107,0,8
503,4,0.6177614953920869,0.583320639429084,2.2080688090903786,-0.6614491798474453,-0.11942481958558708,0.5396610963402868,0.26500396304453067,2.0894730676670252,2,4,3,12,8,0,1,-1.3760091656397686,1,4,1.406707127762085,1,19
504,3,-0.03339927345350167,-0.0037772844366360664,-0.8110480468345603,-0.6614491798474453,-0.7087940590988742,-0.6504492534945548,-0.6557331010948404,-0.7290057871219767,1,1,0,3,5,0,4,1.1027713131603178,4,5,-0.9311894979163985,1,4
505,2,0.09817287712594547,-0.6944807242786596,1.5186641726980699,-0.4099689342717579,0.31927859930024316,-0.17440511356061822,-0.4134338736897427,1.2266734182418204,2,10,4,12,6,0,5,1.3591968799327405,4,1,1.0139939704822827,0,26
506,2,0.6813627932736647,0.9632075313421969,-0.23456313536857784,3.4125307984786906,0.9751180537962318,1.2537273062411918,0.21654411756351113,-0.2880192996379833,1,5,10,8,3,0,1,-0.6067324653225004,2,4,0.5711472186561224,1,23
507,2,1.4364218655288536,0.9632075313421969,0.5618180825328825,1.0989125391823664,0.6959431508688854,1.9861029061395559,0.31346380852555017,0.7665136052150446,1,3,7,11,1,0,3,-1.7179099213363322,1,4,0.9254246201170506,0,21
508,2,-0.810597423444568,0.7559964993895899,-0.8021333317087977,-0.5608570816171703,-0.44734454683358144,-0.6321398634970958,-0.4134338736897427,-0.4605792295230242,1,2,1,4,7,0,1,-1.974335488108755,1,4,-0.7791175944591133,0,7
509,2,0.4670118542300266,-0.0037772844366360664,0.2319736228796657,2.8089782090970408,-0.45177589449909483,0.41149536635807304,-0.02575510984158651,0.28718046664548647,6,5,2,12,5,0,0,0.8463457463878951,4,5,0.21185645774055847,1,19
510,4,-0.5809530425439093,1.6539109711842206,-0.5257771628101566,-0.6363011552898765,-0.4916580234887158,-0.6870680334894731,-0.6315031783543306,-0.2496726485524186,3,4,2,3,7,0,4,-1.034108409943205,2,0,-0.6470991288203712,1,9
511,2,0.41370328547126906,-1.4887896800969866,0.062594035490176,1.4258368584307601,0.5895908068965628,0.8875395062920097,0.7496024178547259,0.900726884014521,1,6,4,12,3,0,3,-0.8631580320949231,2,2,0.5678049790196986,1,22
512,2,-0.1316171556019229,1.5157702832158158,-0.19593270315693986,-0.23393276236877672,-0.43848185150255453,-0.5405929135098003,-0.4134338736897427,-0.7290057871219767,3,6,2,5,7,0,1,0.41896980176719056,3,0,-0.428182432634609,2,13
513,3,1.8201173290083261,0.9977427033342982,2.567628985829471,1.6521690794488786,1.068176354772014,0.6312080463275823,2.469926932430919,0.2104871644743572,1,5,6,7,1,0,4,0.8463457463878951,4,4,2.207173520685598,0,18
514,4,-0.3644658767011954,0.44517995146067924,-0.059240404561913075,-0.6614491798474453,-0.49608937115422924,-0.6870680334894731,-0.5103535646517818,0.1529671878460102,4,6,2,5,8,0,4,1.957523202401727,5,4,-0.3446264417240127,1,13
515,3,1.434091436293498,-0.07284762842083842,2.9242175908599757,-0.1584886886960705,1.9766026262022687,0.7776831663072551,0.8222921860762552,-0.3263659507235479,1,5,7,9,2,0,3,-0.5212572763983595,2,5,2.4829082906905655,0,21
516,2,-0.7373831049671488,-1.3851841641206832,-0.710014608742584,-0.6614491798474453,-0.5359715001438502,-0.6138304734996367,-0.5830433328733111,-0.4605792295230242,4,3,1,3,8,0,1,0.6753953685396132,4,3,-0.7774464746409013,2,7
517,2,-1.239784807622543,0.9632075313421969,-0.8704794810063111,-0.4854130079444641,-0.6999313637678474,-0.6321398634970958,-0.6315031783543306,-0.6331391594080651,1,1,0,3,7,0,3,-1.8033851102604732,1,4,-0.9378739771892463,1,4
518,2,0.9581983661902727,-0.8671565842391655,-0.22861999195140278,-0.08304461502336428,0.9839807491272587,0.0819263464038092,-0.14690472354413533,0.5939536753300036,1,4,5,7,2,0,4,0.8463457463878951,4,1,0.29039908919651897,0,16
519,3,1.3862690863596399,-1.0398324441996714,2.1724099485873283,2.7083861108667655,2.2291894431365344,-0.22933328355299554,0.26500396304453067,-0.8440457403786708,1,6,3,10,3,0,1,2.128473580250009,5,1,2.170408884684935,0,19
520,2,-1.0196077954905163,0.6178558114211852,-0.8229343336689104,-0.6363011552898765,-0.686637320771307,-0.6504492534945548,-0.6557331010948404,-0.6523124849508475,2,2,0,3,7,0,0,0.33349461284304965,3,4,-0.921162779007127,2,5
521,3,1.059523487319168,1.5848406272000182,2.0149166480321887,1.1743566128550726,0.8155895378377481,0.33825780636823666,-0.31651418272770365,2.5112862296082366,1,2,4,6,5,0,3,-1.5469595434880505,1,0,1.750957810313742,0,12
522,2,-0.4340388994983717,-0.03831245642873724,-0.3712554339636046,-0.6111531307323078,-0.4562072421646083,0.008688786413972794,-0.24382441450617437,0.2680071411027042,1,5,1,6,5,0,1,-1.8888602991846142,1,5,-0.4098001146342778,0,12
523,2,0.9162506399538732,0.8250668433737922,3.1946306163414415,0.16843563055232313,0.21735760299343412,-0.6870680334894731,0.14385434934198182,0.4213937454449628,1,2,4,9,6,0,1,1.3591968799327405,4,4,1.8779629164978484,0,15
524,2,-1.266487642610992,-0.48726969232605255,-0.8080764751259728,-0.6363011552898765,-0.4562072421646083,-0.39411779353012744,-0.3649740282087232,0.7856869307578269,3,2,2,3,6,0,1,-1.5469595434880505,1,5,-0.6571258477296428,1,7
525,2,-0.9103689250832262,0.9286723593500957,-0.8793941961320737,-0.5608570816171703,-0.6733432777747667,-0.5589023035072593,-0.5103535646517818,-0.8056990892931061,1,1,0,3,8,0,1,-1.4614843545639096,1,4,-0.9378739771892463,1,4
526,4,1.2735831227083865,-1.0052972722075701,1.7147879054648474,0.2941757533401668,0.6737864125413181,-0.39411779353012744,-0.04998503258209627,-0.6139658338652828,1,4,5,10,2,0,4,0.931820935312036,4,1,1.1493546757574487,0,19
527,3,-0.06204413280474661,0.790531671381691,-0.48417515888993107,-0.2842288114839142,-0.0618172999339124,0.5396610963402868,0.09539450386096231,-0.1729793463812893,1,4,4,6,3,0,1,-0.6922076542466413,2,4,-0.26942604990447605,0,14
528,2,0.49560816297220167,-1.0052972722075701,2.0684049387867645,3.236494626575709,0.9396672724721243,3.414235325941366,-0.24382441450617437,1.4567533247552085,1,4,8,4,8,0,3,0.41896980176719056,3,1,2.158711045957452,0,16
529,4,-0.12025631307956473,0.6869261554053875,-0.29102299783174107,-0.4099689342717579,-0.442913199168068,-0.13778633356570003,-0.0015251871010767454,0.5172603731588744,6,4,1,8,6,0,1,0.7608705574637542,4,4,-0.32123076426904573,2,13
530,0,-0.1917228096304674,1.0668130473185005,-0.42177215300959275,0.8725803181642479,-0.372011636519853,1.0889427962640599,0.7253724951142162,0.32552711773105114,4,4,3,8,5,0,5,-0.5212572763983595,2,4,-0.13740758426573393,1,15
531,2,1.0218967652899902,0.5487854674369828,0.9362361178149123,0.6965441462612667,0.4123369002760254,1.638224496187833,0.6526827268926869,0.19131383893157486,1,4,7,5,1,0,3,-0.008406142853514022,3,4,0.9438069381173818,1,16
532,3,0.30698904673561417,0.09982823153966747,0.4518699293151435,-0.5608570816171703,-0.6334611487851458,-0.6870680334894731,-0.6557331010948404,-0.6714858104936298,7,8,2,6,7,0,4,-0.6922076542466413,2,5,-0.18419893917566785,2,16
533,2,0.6644186307082672,0.5487854674369828,-0.5703507384389697,-0.5105610325020329,-0.33212950753023207,-0.6321398634970958,-0.4376637964302525,-0.11545936975294234,2,3,2,5,4,0,1,0.5899201796154724,4,4,-0.5735698568190465,2,10
534,2,-1.1197677020017338,0.27250409150017335,-0.8704794810063111,-0.5860051061747391,-0.6423238441161726,-0.6504492534945548,-0.6072732556138208,-0.7290057871219767,2,2,0,3,6,0,3,-1.119583598867346,2,5,-0.9311894979163985,1,5
535,3,-0.2077445106235366,0.7214613273974887,-0.3920564359237174,-0.35967288515662044,-0.2435025542199633,-0.5405929135098003,-0.6557331010948404,-0.5564458572369358,4,6,1,5,7,0,4,1.5301472577810225,5,4,-0.4749737875445429,1,12
536,2,-0.3252855351817807,-1.696000712049594,-0.6713841765309461,-0.6614491798474453,-0.6910686684368205,-0.6870680334894731,-0.6557331010948404,-0.7098324615791944,1,2,1,3,5,0,4,0.1625442349947678,3,2,-0.8476335070058022,1,6
537,2,1.2308100361177987,-1.0398324441996714,0.47564250298384386,3.1359025283454343,0.5541400255724553,0.5030423163453686,0.7980622633357455,-0.26884597409520095,1,8,3,4,4,0,0,0.1625442349947678,3,1,0.7666682373869177,0,15
538,0,0.2726637661231901,0.030757887555465113,-0.6089811706506078,-0.5608570816171703,-0.5980103674610383,-0.009620603583486308,0.6526827268926869,-0.7290057871219767,2,2,1,7,2,0,4,1.4446720688568815,4,5,-0.6203612117289804,1,10
539,3,-1.3927677768018192,0.6178558114211852,-0.8467069073376108,-0.5860051061747391,-0.655617887112713,-0.6138304734996367,-0.5345834873922916,-0.34553927626633024,3,3,0,3,7,0,3,-1.034108409943205,2,4,-0.8810559033700408,1,6
540,0,-1.2776542826970705,-0.1073828004129396,-0.9001951980921865,-0.43511695882932666,-0.7043627114333607,-0.48566474351742295,-0.5830433328733111,-0.42223257843745954,3,3,0,3,8,0,4,-0.6922076542466413,2,5,-0.9178205393707031,1,6
541,2,-0.3880614727091701,-0.4181993483418502,-0.7159577521597591,-0.4099689342717579,-0.372011636519853,-0.5589023035072593,-0.19536456902515487,-0.4797525550658065,2,4,1,4,7,0,5,-0.008406142853514022,3,5,-0.6721659260935501,1,9
542,4,-0.4331164379260435,-0.38366417634974903,-0.1543306992367143,-0.5860051061747391,-0.5536968908059039,-0.6138304734996367,-0.5830433328733111,1.1116334649851265,2,4,5,3,6,0,3,-1.2905339767156276,1,5,-0.3295863633601054,1,12
543,4,1.579743263503218,-1.3851841641206832,3.488816215491608,-0.18363671325363923,1.0460196164444469,-0.6870680334894731,-0.19536456902515487,-0.8440457403786708,1,7,6,6,3,0,1,-1.119583598867346,2,3,2.198817921594538,0,19
